Title,Description,Published At,URL,text,Manual Bias
Budget 2025: ‘Band-aid for bullet wound’: Rahul Gandhi on Budget,"“A band-aid for bullet wounds! Amid global uncertainty, solving our economic crisis demanded a paradigm shift. But this government is bankrupt of ideas,” Rahul Gandhi said",2025-02-01T10:43:42+00:00,https://www.thehindu.com/business/budget/union-budget-2025-rahul-gandhi-congress-reactions/article69168131.ece,"Budget 2025: ‘Band-aid for bullet wound’: Rahul Gandhi on Budget. “A band-aid for bullet wounds! Amid global uncertainty, solving our economic crisis demanded a paradigm shift. But this government is bankrupt of ideas,” Rahul Gandhi said",Left-wing
Budget 2025 derails railway stock momentum with scaled-back allocation,"For FY 2024-25, the government in the interim budget had allocated record capex to Rs 2.62 lakh crore for Railways.",2025-02-01T10:29:44+00:00,https://www.businesstoday.in/latest/economy/story/budget-2025-derails-railway-stock-momentum-with-scaled-back-allocation-463043-2025-02-01?utm_source=rssfeed,"Budget 2025 derails railway stock momentum with scaled-back allocation. For FY 2024-25, the government in the interim budget had allocated record capex to Rs 2.62 lakh crore for Railways.",Neutral
Budget 2025: Government to implement scheme to make India toy hub of world,India's toy exports dropped from $177 million in 2021-22 to $152 million in 2023-24 due to overall decline in the global demand of these products,2025-02-01T10:29:41+00:00,https://www.thehindu.com/business/budget/budget-2025-government-to-implement-scheme-to-make-india-toy-hub-of-world/article69168107.ece,Budget 2025: Government to implement scheme to make India toy hub of world. India's toy exports dropped from $177 million in 2021-22 to $152 million in 2023-24 due to overall decline in the global demand of these products,Neutral
Assam to enact new law for allowing buffalo fights: Himanta,"In December last year, the Gauhati High Court quashed Assam’s government’s earlier SOP allowing the traditional buffalo and bulbul bird fights",2025-02-01T10:22:19+00:00,https://www.thehindu.com/news/national/assam/assam-to-enact-new-law-for-allowing-buffalo-fights-himanta/article69168101.ece,"Assam to enact new law for allowing buffalo fights: Himanta. In December last year, the Gauhati High Court quashed Assam’s government’s earlier SOP allowing the traditional buffalo and bulbul bird fights",Neutral
"Budget 2025 for tourism: Visa waivers, medical tourism boost, funds for 50 major tourist sites; Details here","With a mix of visa reforms, destination development, and healthcare-focused travel, the government aims to position India as a top global destination for both leisure and medical tourism",2025-02-01T10:18:33+00:00,https://www.businesstoday.in/latest/economy/story/budget-2025-for-tourism-visa-waivers-medical-tourism-boost-funds-for-50-major-tourist-sites-details-here-463038-2025-02-01?utm_source=rssfeed,"Budget 2025 for tourism: Visa waivers, medical tourism boost, funds for 50 major tourist sites; Details here. With a mix of visa reforms, destination development, and healthcare-focused travel, the government aims to position India as a top global destination for both leisure and medical tourism",Neutral
"Eye on elections, Central Government’s Budget 2025 gives a boost to Bihar by providing…","In her address, FM Sitharaman announced that her budget will initiate reforms in six key sectors.",2025-02-01T10:09:17+00:00,https://www.india.com/business/eye-on-elections-central-governments-budget-2025-gives-a-boost-to-bihar-by-providing-7583830/,"Eye on elections, Central Government’s Budget 2025 gives a boost to Bihar by providing…. In her address, FM Sitharaman announced that her budget will initiate reforms in six key sectors.",Right-wing
"Zakia Jafri, wife of former Congress MP killed in 2002 Gujarat riots, dies in Ahmedabad",Zakia Jafri hit the national headlines as she waged a legal battle all the way to the Supreme Court in a bid to hold top political leaders accountable for the large conspiracy for the riots post the Godhra train burning episode,2025-02-01T10:06:33+00:00,https://www.thehindu.com/news/national/zakia-jafri-wife-of-former-congress-mp-killed-in-2002-gujarat-riots-dies-in-ahmedabad/article69168063.ece,"Zakia Jafri, wife of former Congress MP killed in 2002 Gujarat riots, dies in Ahmedabad. Zakia Jafri hit the national headlines as she waged a legal battle all the way to the Supreme Court in a bid to hold top political leaders accountable for the large conspiracy for the riots post the Godhra train burning episode",Right-wing
Budget 2025 clarifies capital gains tax on ULIPs with high premiums,"Long-term gains (from policies held for over a year) will be taxed at 12.5%. Earlier, there was ambiguity about whether such gains should be taxed as long-term capital gains (LTCG) or as income from other sources.",2025-02-01T10:02:27+00:00,https://www.businesstoday.in/personal-finance/story/budget-2025-clarifies-capital-gains-tax-on-ulips-with-high-premiums-463032-2025-02-01?utm_source=rssfeed,"Budget 2025 clarifies capital gains tax on ULIPs with high premiums. Long-term gains (from policies held for over a year) will be taxed at 12.5%. Earlier, there was ambiguity about whether such gains should be taxed as long-term capital gains (LTCG) or as income from other sources.",Neutral
"FM announces 10,000 more medical seats in Budget 2025-26, but can infrastructure keep up?","Experts welcome move, but says the government must improve the infrastructure of medical colleges and increase faculty numbers to keep pace with rise in number of students",2025-02-01T09:57:41+00:00,https://www.businesstoday.in/latest/economy/story/fm-announces-10000-more-medical-seats-in-budget-2025-26-but-can-infrastructure-keep-up-463030-2025-02-01?utm_source=rssfeed,"FM announces 10,000 more medical seats in Budget 2025-26, but can infrastructure keep up?. Experts welcome move, but says the government must improve the infrastructure of medical colleges and increase faculty numbers to keep pace with rise in number of students",Neutral
Union Budget 2025: What does the AI industry think of the new ₹500 crore Centre of Excellence for AI?,The government has announced the establishment of a Centre of Excellence in Artificial Intelligence for education in the Union Budget. Here's what the AI industry thinks.,2025-02-01T09:29:49+00:00,https://www.businesstoday.in/union-budget/news/story/union-budget-2025-26-what-does-the-ai-industry-think-of-the-new-rs500-crore-centre-of-excellence-for-ai-463018-2025-02-01?utm_source=rssfeed,Union Budget 2025: What does the AI industry think of the new ₹500 crore Centre of Excellence for AI?. The government has announced the establishment of a Centre of Excellence in Artificial Intelligence for education in the Union Budget. Here's what the AI industry thinks.,Neutral
Budget 2025: Here’s how you can claim benefits of NIL tax up to Rs 12 lakh,"This significant revision, part of the government’s effort to ease the tax burden on salaried individuals, marks a sharp increase from the previous tax-free threshold of Rs 7 lakh.",2025-02-01T08:58:17+00:00,https://www.businesstoday.in/latest/economy/story/budget-2025-heres-how-you-can-claim-benefits-of-nil-tax-up-to-rs-12-lakh-463012-2025-02-01?utm_source=rssfeed,"Budget 2025: Here’s how you can claim benefits of NIL tax up to Rs 12 lakh. This significant revision, part of the government’s effort to ease the tax burden on salaried individuals, marks a sharp increase from the previous tax-free threshold of Rs 7 lakh.",Neutral
Budget 2025 offers NIL tax for Rs 12 lakh income—here’s how to avail the relief,"This significant revision, part of the government’s effort to ease the tax burden on salaried individuals, marks a sharp increase from the previous tax-free threshold of Rs 7 lakh.",2025-02-01T08:58:17+00:00,https://www.businesstoday.in/latest/economy/story/budget-2025-offers-nil-tax-for-rs-12-lakh-income-heres-how-to-avail-the-relief-463012-2025-02-01?utm_source=rssfeed,"Budget 2025 offers NIL tax for Rs 12 lakh income—here’s how to avail the relief. This significant revision, part of the government’s effort to ease the tax burden on salaried individuals, marks a sharp increase from the previous tax-free threshold of Rs 7 lakh.",Neutral
Budget 2025: What is the urban challenge fund announced by FM Sitharaman?,"Union Budget 2025: FM Sitharaman said that building on the July Budget 2024 proposals, urban sector reforms related to governance, municipal services, urban land, and planning will be incentivised.",2025-02-01T07:45:32+00:00,https://www.businesstoday.in/latest/economy/story/budget-2025-what-is-the-urban-challenge-fund-announced-by-fm-sitharaman-462986-2025-02-01?utm_source=rssfeed,"Budget 2025: What is the urban challenge fund announced by FM Sitharaman?. Union Budget 2025: FM Sitharaman said that building on the July Budget 2024 proposals, urban sector reforms related to governance, municipal services, urban land, and planning will be incentivised.",Neutral
